inTable$redshift,u,g,r,i,z
0.7551711,21.04978,20.90617,20.36856,19.47321,18.98443
0.7126853,22.63226,22.62419,20.95341,19.65713,19.25616
0.7388445,25.05559,23.40129,21.46958,20.12641,19.69865
0.7515353,24.39244,23.49301,21.56954,20.41927,20.04344
0.7395517,24.84685,22.65458,21.28262,20.07145,19.66063
0.7141977,23.74285,23.43259,21.12344,19.9274,19.44201
0.7431448,25.87737,23.81301,20.98466,19.65036,19.15477
0.7005029,22.51266,23.0982,20.40138,18.99134,18.48516
0.7633572,26.39301,22.84379,21.29377,20.09191,19.27203
0.7099351,22.81085,22.40108,20.94935,19.79358,19.36256
0.72445,25.0526,22.39354,21.22767,20.06119,19.67936
0.7020336,23.43008,22.78064,21.25148,19.76648,19.17661
0.7269256,22.61617,21.65924,20.8973,19.70308,19.16987
0.7501555,21.91232,21.24302,20.64972,19.76272,19.13769
0.7082941,23.56056,22.66838,21.3538,19.89625,19.5195
0.7008994,21.82813,21.68562,20.52705,19.41554,18.93629
0.7774715,23.72254,23.81742,21.88091,20.58337,19.86659
0.7477689,22.53737,21.65686,20.64944,19.63922,19.01637
0.7092329,25.09209,22.33553,21.18754,20.1853,19.45977
0.7066729,22.29388,21.77221,20.95199,19.8717,19.50981
0.7061782,26.07644,23.94795,21.51423,20.26498,19.58915
0.7047601,22.14463,21.03049,20.31042,19.45044,19.17363
0.7483087,22.3616,22.00379,20.80027,19.64408,19.18166
0.7369547,25.85738,22.59296,20.73395,19.40193,18.91978
0.7652048,24.48834,22.35629,21.40693,20.08191,19.51959
0.7324998,23.89708,22.43065,21.19139,20.01384,19.69962
0.7337092,23.50694,23.01135,20.76473,19.49043,19.13518
0.7727987,23.37064,22.82872,21.28395,19.98999,19.58419
0.7894319,24.70948,24.65825,21.87149,20.64246,19.71507
0.7338746,23.20577,22.67731,21.11878,19.99224,19.44488
0.7664227,23.60633,22.82784,21.23454,19.95225,19.53225
0.7036556,23.79883,21.9005,20.461,19.29561,18.58649
0.7367975,26.25182,22.39362,20.49132,19.21798,18.57386
0.732935,22.47811,22.47888,20.53848,19.60254,19.21252
0.755316,22.4111,21.95964,20.83273,19.8858,19.27683
0.749089,23.08871,23.76729,21.85545,20.3601,19.58794
0.7332601,22.39014,21.81818,20.87992,19.995,19.48834
0.7462891,25.58281,24.16632,20.87376,19.34917,18.72271
0.7252584,26.67603,22.82517,21.16447,19.84125,19.41999
0.7104167,22.03398,21.42549,20.10926,19.07482,18.64251
0.7771403,24.38789,21.87446,20.7623,19.63923,19.13972
0.7113898,22.78449,21.64619,20.73281,19.92826,19.52372
0.7128597,27.00986,22.30509,20.97316,19.48487,18.82574
0.704272,22.17496,21.45079,20.21778,19.43443,19.04426
0.7134544,22.07524,22.35179,20.93473,19.76629,19.16455
0.7048209,23.2178,22.92326,20.70639,19.45282,18.80908
0.7006791,24.80801,22.37596,20.60006,19.24628,18.6962
0.7322854,23.06738,23.09188,20.64857,19.43352,19.11301
0.7573272,21.70405,21.60752,20.70572,19.69264,19.02181
0.7227416,23.90333,22.35586,21.36484,20.40996,19.99418
0.7136891,24.03978,21.65458,20.77266,19.90937,19.30536
0.7099053,26.37959,23.73206,21.14207,19.74519,19.28571
0.7099417,23.51996,21.68737,20.13285,19.00959,18.63765
0.7118273,22.77859,21.45285,20.74217,19.80481,19.72396
0.7061923,22.48023,23.2037,20.85973,19.3976,18.83751
0.7255171,24.88627,22.7193,21.07708,20.06933,19.61916
0.742552,22.96578,22.93513,21.16452,19.77663,19.09039
0.7144591,23.74145,23.96111,21.29023,19.99003,19.42051
0.7026561,22.51522,21.63424,20.88358,19.96288,19.78676
0.7147537,24.95567,22.96944,21.37388,20.07106,19.58825
0.7009897,22.16928,22.76004,21.46632,20.6691,20.66703
0.7334051,21.70497,21.66474,20.69516,19.67727,19.12125
0.7753386,23.00852,22.06519,20.70137,19.46129,18.88186
0.7472021,25.73625,24.31784,21.25306,19.90671,19.17605
0.7344815,24.17803,23.34069,21.59372,20.34407,19.77071
0.7189103,22.85071,21.49017,20.56698,19.77823,19.34482
0.7049043,23.18198,22.04745,20.94021,19.89964,19.95798
0.734045,26.02081,23.39743,21.52789,20.03338,19.2867
0.7342216,23.23057,22.00421,20.86156,19.89507,19.26394
0.7595555,22.39894,23.19421,21.10622,19.79947,19.04574
0.7098917,26.88479,22.42857,20.52976,19.27524,18.65066
0.7616296,23.17365,21.69341,20.89701,19.99605,19.77995
0.7392399,22.72779,22.69839,21.21624,19.8495,19.24325
0.7357197,21.49555,21.77057,20.77697,19.85829,19.59133
0.7319316,24.84141,21.96194,20.36899,19.01182,18.24051
0.7279565,25.42907,22.47075,21.22122,19.86052,19.14371
0.7349319,24.60463,23.51698,21.44655,20.02382,19.66009
0.7403098,23.2126,23.58257,21.53216,20.18995,19.41462
0.7466635,22.20379,23.729,20.58197,19.50832,18.70606
0.7152592,26.57063,22.55257,21.28579,19.76706,19.38568
0.7365073,22.002,21.12264,20.3091,19.49783,19.53706
0.7092097,25.69433,23.65974,21.50091,20.2194,19.5687
0.7578629,23.74139,22.47132,20.5896,19.37879,18.44292
0.7153258,23.63879,22.8748,20.73155,19.16899,18.70749
0.7988532,23.8841,21.63348,21.01481,20.18847,19.93653
0.7641135,24.882,22.55032,21.36456,20.29195,19.7297
0.7103038,21.46211,20.83189,20.15905,19.46902,18.98502
0.7329665,21.94609,23.69783,21.65132,20.46115,19.88632
0.7291116,23.16317,21.776,21.00716,20.11239,19.39745
0.7159907,22.48029,21.99133,20.85904,19.84327,18.96275
0.7604309,25.09875,22.67247,20.69997,19.27651,18.63314
0.7107611,25.53025,23.00457,21.15894,20.00704,19.23673
0.7409267,25.81842,23.76096,20.86328,19.39644,18.60336
0.7768822,22.77396,21.7055,20.86008,19.98071,19.53487
0.7371761,26.46487,23.35431,21.74251,20.33816,20.28125
0.7844398,23.57411,22.67365,20.67727,19.3383,18.70231
0.733904,25.29244,23.8574,21.28889,20.0558,19.64371
0.7433009,24.35614,23.13273,21.25684,19.79955,19.22733
0.7257118,21.95446,21.40112,20.5373,19.85779,19.27471
0.7150261,24.34879,22.05783,20.80986,19.81789,19.21657
0.7382665,22.123,22.37571,21.13545,19.9543,19.54001
0.7212826,26.51089,23.04828,20.97919,19.53325,18.83378
0.7332244,22.13025,22.11833,20.51194,19.41693,18.73034
0.729151,23.18396,22.42633,20.66783,19.25413,18.55848
0.7165881,23.44046,21.49492,20.56058,19.72284,19.29065
0.7328043,24.60685,21.8002,20.85738,20.00445,19.47673
0.7149801,24.52378,23.37567,21.05025,19.71455,19.23131
0.7018272,22.78381,22.34423,20.46404,19.42554,18.88426
0.7865398,25.12597,21.84641,21.18099,20.27973,20.27992
0.7278,23.72068,22.79927,20.98444,19.74294,18.9259
0.7108873,26.15564,23.04913,21.35881,20.21688,19.55009
0.7049033,24.66358,22.98176,21.24273,19.79097,19.27449
0.7051703,23.22605,22.53681,20.40256,19.30294,18.53672
0.7955501,22.93028,22.21233,21.52152,20.57293,20.10046
0.7153118,22.76622,22.00658,20.89082,19.9288,19.49018
0.7234888,22.49994,22.52063,21.23238,19.90699,19.2162
0.7208006,23.23487,22.08691,20.48031,19.34404,18.73496
0.7073241,25.75812,22.99089,21.95294,20.72611,20.38947
0.7247421,22.84958,21.68314,20.81338,19.72422,19.29922
0.7586306,26.96576,22.91818,21.30785,19.89365,19.38534
0.7926502,22.68173,22.36225,21.25432,20.06085,19.41041
0.7080764,22.023,23.19258,20.78261,19.42765,18.9718
0.7477565,24.49384,22.47542,20.89095,19.71557,18.96208
0.7189128,24.52195,22.91662,21.22006,19.91318,19.50076
0.7066129,21.87436,20.99912,20.01546,19.06755,18.62012
0.7934279,26.15359,23.17707,21.53656,20.27139,19.98634
0.7059637,23.6272,22.37585,20.59845,19.41659,18.83476
0.7212232,25.7958,23.2454,21.36133,19.83837,19.05907
0.7263972,23.20264,22.79521,21.10658,19.90761,19.09261
0.7884735,20.75676,20.28117,20.26093,19.43333,18.33198
0.7810662,22.98305,22.68106,21.18047,19.92312,18.94153
0.7038845,22.92552,22.49072,21.02314,20.00683,19.6866
0.711584,22.72322,21.95724,20.52911,19.33186,18.68323
0.7296042,27.14671,22.96645,20.64399,19.44615,18.98242
0.7449962,24.82815,22.72833,21.25654,19.8564,19.49959
0.7477514,24.71138,22.23523,21.22178,20.01896,19.68478
0.7168643,23.30756,23.35051,20.73813,19.40985,18.7607
0.7937884,22.38851,24.9505,21.1095,19.61344,18.931
0.7983456,22.49551,21.95222,20.87744,19.96742,19.25682
0.7591597,23.10764,21.76582,20.92466,19.82992,19.27358
0.7069836,22.96778,22.35245,21.3317,20.29878,19.65236
0.7005045,21.3798,20.7697,20.20043,19.50541,19.3535
0.7951996,24.12097,23.73578,21.37813,20.19431,19.59702
0.7435259,21.91384,20.97018,20.48126,19.69666,19.44424
0.7303174,23.30913,22.4586,20.79496,19.59686,19.30965
0.7303837,21.98109,21.63653,20.68822,19.84764,19.62628
0.7909223,24.98612,22.66443,21.66628,20.24254,19.79954
0.7190481,23.47293,21.97529,20.61263,19.31252,18.8252
0.7139347,22.22557,22.31945,21.01326,19.88367,19.57805
0.7134095,23.77238,22.78768,21.59708,20.14771,19.48495
0.7946895,25.08864,23.72476,21.37223,20.11021,19.63025
0.7912839,24.60307,23.76361,20.83211,19.72927,18.90202
0.7083847,26.29867,23.76057,19.33911,18.16163,18.01626
0.7244551,26.91522,22.83437,21.15275,19.98444,19.4539
0.7445032,22.12739,21.50336,20.77742,19.92593,19.44637
0.7759552,21.9578,21.63598,20.96714,20.05549,19.54517
0.7465553,23.33356,22.52958,21.15063,19.95811,19.68542
0.7758057,22.5805,21.77095,20.98364,19.72504,19.25962
0.7242678,22.94138,22.01159,20.90587,19.82215,19.35309
0.7332811,22.73067,22.3037,20.90197,19.79558,19.59922
0.7236881,22.49902,23.46651,20.58648,19.32981,18.99344
0.7470348,23.23984,23.99913,21.49304,20.24016,19.46092
0.7172505,25.06701,22.88447,21.26545,19.8544,19.31055
0.7366502,22.84118,23.37627,21.87338,20.72692,20.84023
0.7513468,25.02629,23.5532,20.90676,19.70938,19.11542
0.7541441,21.55838,22.14721,21.19106,20.04671,19.43163
0.7344244,21.42405,20.81364,19.8503,19.14033,18.90078
0.7766391,23.71974,22.92358,21.06771,19.53061,18.67694
0.7595582,24.68363,23.75372,21.56339,20.1526,19.8394
0.7347673,24.06719,22.7929,21.47035,20.01632,19.46942
0.7036124,22.26172,21.6243,20.59245,19.71362,19.23209
0.7272481,25.11481,23.21372,21.28896,20.02025,19.45166
0.7041883,22.5967,21.82177,20.98046,20.10038,19.79149
0.7423177,26.00828,23.39834,21.31589,19.70828,19.39353
0.707155,24.45905,21.9125,20.4595,19.06913,18.5946
0.736231,22.56642,21.73019,20.44375,19.42741,18.81799
0.7069011,25.46335,23.56839,21.76672,20.15748,19.77213
0.7357258,25.59676,24.56338,20.95849,19.60689,18.97486
0.7069286,22.52004,21.54469,20.75894,19.90643,19.52147
0.7198792,24.20729,22.02588,20.67954,19.39861,18.98905
0.7239967,21.97736,21.88669,20.50054,19.28046,18.56993
0.7599494,24.06266,23.0001,20.99131,19.72453,19.03584
0.7047605,23.24918,21.95053,20.54384,19.41975,18.98553
0.7382445,26.08931,21.97276,20.50675,19.31261,18.87161
0.716616,27.08131,22.42074,20.67851,19.22106,18.65789
0.7089528,25.44771,23.4479,21.81972,20.19559,19.90214
0.7734766,22.16544,21.9337,21.14414,20.35462,20.26375
0.7194282,23.78518,21.52493,20.46559,19.55907,19.30738
0.7594811,25.98977,23.52728,21.17945,19.91343,19.16512
0.7280254,23.26292,21.66355,20.68058,19.69575,19.51509
0.7295016,21.55911,20.90507,20.35686,19.50235,19.19779
0.7073544,25.09335,22.56272,21.03646,19.92655,19.49239
0.7904205,23.48313,22.66835,21.40345,20.33785,19.48506
0.7699082,24.07681,22.29521,20.90435,19.63517,19.06487
0.7561957,22.79714,21.39149,20.58575,19.50495,19.16775
0.7178242,22.17692,21.84514,20.89446,19.89288,19.4805
0.7257773,25.47974,23.34739,21.25979,19.9813,19.55145
0.7076082,24.34517,22.40463,21.70084,20.3836,19.84786
0.7149557,22.22362,21.9203,20.86824,19.86484,19.4594
0.7180838,25.80468,23.09554,21.33288,20.04675,19.75078
0.7081317,21.87278,21.49962,20.80884,19.75592,19.32107
0.7052925,26.8082,22.36997,20.8961,19.69424,19.04591
0.7202144,24.21733,22.83922,21.39437,20.22448,19.89503
0.7257164,21.89977,21.81563,20.983,20.00898,19.64516
0.7086447,25.77017,23.38894,21.15604,20.02649,19.32305
0.7395647,22.89056,21.81869,21.03435,19.93907,19.46181
0.7516509,25.70666,21.65631,20.31278,18.91977,18.39075
0.7614325,21.9691,21.7874,21.35637,20.50057,19.80789
0.7482759,23.73137,23.53125,21.16746,19.88654,19.29054
0.7334944,22.49246,22.36249,20.6025,19.6763,19.72504
0.7837008,21.28043,21.80168,21.44863,20.95575,21.14234
0.7398011,21.06996,21.89804,20.41809,19.30956,18.56952
0.7625941,21.97476,21.41965,20.91219,19.98224,19.65601
0.7554811,21.56303,21.46418,20.66794,19.75946,19.37411
0.7101048,20.65944,20.74833,19.9463,18.86536,18.56518
0.7697105,21.54605,21.37684,20.78226,19.88099,19.89282
0.7292965,23.86246,22.31978,20.78647,19.45641,18.80553
0.7093244,24.56946,23.48471,21.42681,20.27055,19.46556
0.7224351,22.5252,22.18884,20.50554,19.44964,18.86702
0.7884188,24.02358,22.85997,21.54357,20.28825,19.89065
0.7496278,23.04766,21.8991,20.45687,19.1966,18.65487
0.7717847,26.37492,22.97767,21.05962,19.83596,18.96677
0.7215455,23.51288,22.55605,20.84895,19.59367,18.99587
0.761459,22.58214,23.34987,21.0238,19.75577,19.15298
0.7451473,22.43114,21.88132,20.73187,19.26445,19.06212
0.7079479,22.33759,21.89778,21.04036,20.09919,19.74392
0.7412583,21.83823,21.17951,20.48256,19.48872,19.02592
0.7200053,24.37492,22.90469,20.63596,19.32853,18.84453
0.7342994,22.74331,22.53057,21.56944,20.66077,20.25599
0.7074216,23.75495,22.22026,20.46849,19.40514,18.82791
0.7462867,25.77361,23.88578,21.07199,19.95261,19.16386
0.7323504,22.0514,21.87811,20.39174,19.22559,18.5166
0.7347798,22.67978,23.97678,21.23085,19.90403,19.15696
0.7956122,24.85627,24.41026,21.86904,20.32058,19.68979
0.7504221,24.24833,23.42366,21.27192,19.95796,19.25852
0.7372528,25.17879,22.18397,20.3649,19.13429,18.43175
0.7938809,25.25999,22.43261,20.65323,19.36244,18.57162
0.7257184,23.97375,22.94719,21.2187,19.92147,19.51629
0.702214,23.69415,24.18708,21.55363,20.12584,19.40759
0.7040204,23.07607,22.58245,21.31363,19.85993,19.45306
0.7172434,24.0473,23.1133,21.49904,20.20856,19.74307
0.7573853,24.71873,22.96605,20.82209,19.59586,18.96003
0.723168,26.58085,22.30879,21.3183,19.84473,19.36853
0.7427779,22.09803,21.67956,20.87905,19.89166,19.54484
0.7238044,25.10826,22.64842,21.3294,20.16959,19.69209
0.7439926,24.06982,24.03507,21.31268,20.14208,19.57666
0.7278441,24.30632,21.29676,20.31272,19.32493,18.88786
0.718552,22.4649,21.68022,20.8126,19.92826,19.55173
0.7568782,22.06022,21.7669,20.87876,20.02801,19.70603
0.7433998,26.2392,22.92113,20.82941,19.30716,18.71978
0.7543896,22.70374,21.67935,20.95031,20.14497,19.38967
0.7334006,24.5388,23.75047,20.76315,19.38972,18.63054
0.7244855,26.17403,23.03479,21.03055,19.6085,18.95788
0.7100174,23.38548,21.82763,20.7748,19.68882,19.5272
0.7564352,22.43521,21.66373,20.83021,19.86279,19.3006
0.7946181,22.48405,22.40053,20.55926,19.36399,18.62626
0.7034835,23.27877,23.13797,21.44433,19.97185,19.67072
0.7589941,25.0089,23.0117,21.22483,19.93419,19.12252
0.7450758,22.47576,22.33619,20.80105,19.45879,18.81613
0.7193267,21.92319,21.09195,20.43119,19.45156,19.14113
0.7036191,22.88372,21.96103,20.77314,19.51861,18.84691
0.7891198,22.56554,23.14848,20.61816,19.56094,18.97355
0.7664214,22.25261,22.77276,20.70811,19.37642,18.60515
0.70769,23.82835,22.9729,21.1384,19.72376,19.33024
0.7709905,27.55208,22.72433,20.57991,19.39191,18.84542
0.7723299,23.03545,22.76731,20.94887,19.72627,19.12726
0.7033026,25.67625,22.75874,21.49114,20.08158,19.74515
0.7280054,26.70813,22.58109,20.79228,19.43216,18.54757
0.7323548,22.11494,24.75034,21.09779,19.65369,18.95735
0.7264263,23.31926,22.89885,21.09993,19.93436,19.11232
0.7159328,23.39214,22.2996,21.20296,20.2416,19.9225
0.759122,25.24115,21.69864,20.50628,19.65434,19.18529
0.736062,24.40923,22.59434,20.90321,19.50903,19.0062
0.717698,24.44486,21.9363,20.71301,19.72827,19.45508
0.760663,25.69437,23.55159,21.80556,20.41358,19.79913
0.7386838,24.49993,22.33385,20.18258,18.70096,18.46835
0.7025781,24.68022,24.70375,20.45612,19.12905,18.57662
0.7691336,25.99144,25.26521,21.39287,20.22062,19.49056
0.7113608,22.27004,21.59528,20.72379,19.72499,19.22458
0.704049,24.90509,22.55795,20.88565,19.70592,19.1616
0.7511919,25.28728,22.50226,20.85561,19.49389,18.73684
0.7402188,23.68473,23.71589,21.31936,19.91043,19.61973
0.756698,23.59946,22.89231,21.34604,19.9273,19.75819
0.7337881,22.6969,23.47172,21.53055,20.03504,19.6157
0.7012053,25.17978,22.74779,21.17817,19.87752,19.30338
0.7061698,25.63347,24.0128,21.64566,20.42406,19.575
0.7105296,21.76944,21.61469,20.91813,19.83805,19.7607
0.7756512,26.28437,22.11262,21.01665,19.76588,19.09761
0.7093827,22.8715,22.00091,20.71068,19.77041,19.23335
0.71196,23.62376,21.81105,20.82131,20.09669,19.87018
0.7081186,23.62562,22.74826,21.22112,20.00492,19.58805
0.7508216,23.14711,22.47838,21.72879,20.80637,20.31923
0.7061854,21.36213,21.4137,21.12844,21.14411,20.54442
0.7877481,23.05016,23.12407,21.72048,20.5211,20.14066
0.7740093,25.35368,23.11031,20.96597,19.70908,19.13616
0.7843425,24.23584,23.73176,21.33745,20.05038,19.40852
0.7455373,24.47887,21.90758,21.06058,19.87296,19.58132
0.7309046,23.53222,23.62041,21.76391,20.42003,19.93233
0.7142271,24.80536,23.30673,20.83508,19.27736,18.79848
0.7052662,23.9662,23.04207,20.09667,18.80492,18.27615
0.7690722,24.80512,22.8348,21.13062,19.92264,19.28434
0.7678646,24.49866,21.82068,20.73746,19.81874,19.71435
0.7809733,24.42789,22.73569,21.36102,20.18164,19.54564
0.7083146,23.44935,23.86138,21.37878,20.1496,19.4551
0.7290187,21.72734,21.41726,20.77073,20.09122,19.63918
0.7041955,22.48854,21.7454,21.07854,19.95614,19.49258
0.7143918,25.35114,24.64541,21.17922,19.90455,19.40927
0.7346863,23.31368,23.82625,20.92802,19.68798,19.11863
0.7316893,26.08742,23.04224,21.19995,19.86316,19.22427
0.747606,23.19938,22.51349,21.17927,19.95774,19.43069
0.7330333,23.06909,23.78236,21.21981,19.84522,19.31414
0.721789,26.2896,22.47794,21.24896,19.83257,19.15039
0.7472808,21.92356,21.54045,20.67838,19.69522,19.20028
0.7209905,25.59145,22.27414,21.31085,20.27141,19.59826
0.708028,21.70224,21.49012,20.394,19.51065,18.82245
0.7057922,23.37243,23.12847,21.59311,20.36104,19.64194
0.7203326,24.40675,24.43491,21.51127,20.18949,19.64545
0.7521679,21.237,21.53726,19.99921,18.97263,18.0907
0.7242464,23.37886,24.36516,20.92937,19.8218,19.31941
0.7491968,22.9311,22.70229,20.93796,19.92401,19.2902
0.7171609,24.47383,23.48852,21.72395,20.11238,19.48602
0.7258667,25.99891,22.87938,21.28477,20.00353,19.18419
0.705923,26.40512,22.83083,21.18254,19.80595,19.26966
0.7369189,22.61329,21.72284,20.66666,19.83764,20.28688
0.7029405,21.38274,21.25058,20.4825,19.54193,19.13475
0.722562,23.98377,23.37316,21.6794,20.43426,19.76987
0.7076464,21.6186,21.07656,19.19882,18.13674,17.64716
0.7150917,23.23281,24.23052,21.15908,19.78427,19.4889
0.7030818,24.36542,22.38026,20.99925,19.77695,19.25815
0.7913087,23.86081,22.17654,20.86172,19.72786,19.01571
0.7195215,24.12033,23.24677,20.95365,19.76657,19.38547
0.7487399,23.42678,21.94045,20.15064,18.94782,18.48723
0.7150347,22.94699,22.9478,21.16925,19.75858,19.11994
0.7749987,21.90414,21.60248,20.68154,19.60803,19.03034
0.7060468,25.45841,23.01077,21.46817,20.07101,19.50606
0.7538604,22.72036,22.35344,21.16583,20.24712,19.73668
0.7810274,22.93592,22.35458,20.92531,19.68827,19.38305
0.732545,25.96176,23.36804,21.63842,20.30056,19.67612
0.7445862,22.55159,21.58996,20.84484,19.8111,19.40303
0.7341456,22.84745,22.80759,21.55877,20.44395,20.00294
0.7496046,22.6561,21.15709,19.133,18.41004,17.90178
0.7195277,22.78843,23.63553,21.31712,20.11411,19.5633
0.7082577,23.76089,23.70568,21.48123,20.1965,19.92797
0.7288827,23.03269,22.05398,21.04831,20.22359,19.6922
0.7456922,21.76582,21.44881,20.80494,19.89761,19.35526
0.7124324,24.73341,22.79787,21.4168,20.18793,19.55653
0.7487231,22.92916,22.96469,20.71009,19.50924,18.88958
0.7334005,24.92771,22.65395,21.18674,19.76265,19.29977
0.7056622,24.2007,22.78133,20.84805,19.51505,18.78756
0.7055275,22.26274,21.51875,20.34196,19.27965,19.09039
0.7060021,21.85439,21.71624,20.66797,19.73968,19.475
0.7080484,24.74467,24.00973,21.8514,20.30915,19.7192
0.7325756,26.40033,22.97948,21.35021,19.9279,19.26255
0.785955,22.8082,23.47534,21.45763,19.95344,19.29361
0.7104877,23.92789,23.50906,20.89966,19.70834,19.04307
0.7571928,22.77912,22.28767,21.2277,19.86183,19.63915
0.7259853,25.64807,22.14162,21.32436,20.39222,20.22841
0.7024065,22.7064,22.96762,21.10203,19.84028,19.35465
0.7516077,24.40346,23.03871,21.01008,19.69667,18.97405
0.7104896,26.73412,22.98472,20.88156,19.32524,18.68804
0.71658,26.71109,22.87526,21.09562,19.65999,19.24689
0.7051932,22.35881,22.42355,20.90643,19.89186,19.08589
0.7290168,23.46042,22.00665,21.03425,20.08549,19.52181
0.7214824,24.47655,22.16585,21.14648,19.97563,19.41551
0.7209343,25.16487,22.68511,21.30903,19.98687,19.58763
0.7275406,24.41128,24.29796,21.3238,19.88645,19.22566
0.7346097,25.77868,23.20437,21.45151,20.1381,19.69659
0.7066139,22.97454,22.14619,21.00242,20.12292,19.63189
0.798582,21.78975,21.54865,20.73045,19.65745,18.80166
0.7176266,26.86063,23.61636,20.49369,19.13665,18.40119
0.7194524,24.42492,23.10519,21.24075,20.14405,20.22335
0.7124119,22.43745,20.8765,20.05472,19.26791,19.09725
0.779604,25.56607,23.47561,21.1382,19.73435,19.0094
0.7037556,22.21276,21.86447,20.90047,19.98525,19.50419
0.7511484,26.92666,22.73318,20.72525,19.47855,18.67052
0.7358121,22.16828,22.72065,20.80165,19.46156,19.02188
0.7132862,22.69829,21.91007,20.92677,19.97517,19.55551
0.7186179,23.52073,23.84518,21.53631,20.03676,19.44036
0.7387756,25.02623,23.34788,20.62158,19.32651,18.77491
0.7760207,23.39213,23.19321,21.51858,20.13233,19.5063
0.7355531,22.14168,22.27868,20.5668,19.22993,18.72105
0.7005476,25.21032,24.20568,21.18129,19.65772,19.0372
0.7414843,22.47712,22.48716,22.14683,21.12864,21.6525
0.7731698,23.08728,23.56879,21.42105,20.27201,19.44188
0.7029569,25.69553,22.01419,20.7395,19.75559,19.30974
0.7314397,22.27751,22.63846,20.69777,19.46958,18.74693
0.7305419,24.06965,22.65329,21.06044,19.96314,19.42301
0.7461784,25.64529,22.82248,21.42275,20.15679,19.57474
0.7076864,23.2729,21.90821,21.04188,20.02194,19.53999
0.7106279,24.02281,23.20855,21.17019,19.97707,19.26706
0.7966016,24.70613,22.69899,21.2277,19.90732,19.54288
0.7751834,22.64479,21.42023,19.97499,18.877,18.10948
0.7676257,25.86764,22.248,20.63763,19.3934,18.80472
0.72934,27.40868,22.61134,20.9252,19.7139,19.04542
0.7054103,23.41944,22.52156,21.26954,20.22126,19.86705
0.7374256,22.08821,21.65709,20.8387,19.93932,19.55451
0.7035201,22.63444,21.38402,20.71493,19.82241,19.36424
0.7229286,21.6566,21.44795,20.78698,19.87578,19.74655
0.7393549,22.46528,22.65017,21.05894,19.7747,19.5043
0.7352023,23.31393,21.74551,20.53611,19.58171,19.16969
0.7173076,26.35917,22.85125,21.7441,20.44482,19.91639
0.70131,24.00699,22.75814,21.30602,19.89017,19.24334
0.7514415,21.43842,21.15173,20.46998,19.6029,19.2428
0.7174478,24.27848,22.975,21.43854,20.14125,19.44374
0.7630008,23.10248,22.70626,20.97641,19.68885,19.17231
0.7090761,27.12444,21.99012,20.6064,19.41215,18.73397
0.7626368,24.79332,23.5459,21.05112,19.79182,19.00333
0.7353108,22.97343,22.1039,20.89014,19.73928,19.18443
0.7177669,26.04828,23.49335,21.65055,20.30485,19.67183
0.7009746,23.79008,23.18784,21.44758,20.30076,19.68674
0.7628123,26.10093,21.97483,20.94579,19.81173,19.22241
0.7901405,23.28066,21.0363,20.44392,19.509,19.1224
0.7037558,26.47877,22.86942,21.46289,20.1362,19.72059
0.7587805,24.42426,22.23059,20.88082,19.82336,19.43341
0.730268,25.52149,22.46783,20.57918,19.29447,18.85724
0.7005656,23.94126,22.99139,21.19257,19.89841,19.38911
0.704578,25.90157,24.04667,21.47614,20.33931,19.62035
0.7571751,24.93154,24.57097,21.52784,20.19406,19.54055
0.7386811,24.23351,23.11605,21.70902,20.53691,20.76247
0.7073565,24.31384,22.52624,21.15073,20.06754,19.31447
0.7375715,25.37306,22.4896,21.22845,19.84877,19.26533
0.7509979,22.59282,21.60181,20.20134,19.15277,18.37751
0.7143712,25.85168,23.04349,21.33052,19.95986,19.47733
0.7926708,25.8211,23.1948,21.21896,19.90219,19.29645
0.7315819,22.32121,22.37779,20.41694,19.13922,18.47166
0.7620701,22.36983,21.86411,21.01391,19.96577,19.69191
0.7240922,23.34123,22.45684,20.92626,19.663,19.1508
0.7714768,22.75484,21.9502,20.85934,19.99707,19.65379
0.7717807,23.69253,23.8359,21.27564,19.98167,19.28579
0.7117488,22.2014,22.42657,21.01505,19.9823,19.66719
0.7286668,24.2304,24.6415,21.47348,19.94144,19.49636
0.7478452,23.6805,23.08914,20.94312,19.63213,18.78914
0.7121807,22.62951,21.53699,20.70673,19.7511,19.37861
0.7698342,26.24018,22.61898,21.20888,19.90008,19.33008
0.7348686,23.57985,21.53323,20.79414,19.66569,19.42646
0.7054123,22.13851,21.82405,20.89866,19.46699,18.66722
0.7354867,25.35442,21.83038,20.11645,18.90738,18.3873
0.701629,27.06402,21.69906,20.26141,18.87741,18.13567
0.7007893,22.6238,22.59984,20.65976,19.3805,18.97248
0.7732102,22.51971,22.40427,21.04928,19.94192,19.24915
0.716631,25.14744,21.76311,21.04519,19.96086,19.46539
0.707345,24.76692,24.22189,20.7558,19.54984,18.70014
0.7961597,23.96057,23.54818,21.19902,19.89873,19.16087
0.7801963,23.02707,21.91598,20.85416,19.74479,19.27754
0.7103807,22.89713,22.90032,21.25232,19.97091,19.17385
0.7403401,26.48857,22.03988,20.78817,19.50951,19.16088
0.7209796,24.95502,22.84572,21.39419,20.15728,19.79471
0.7070047,24.22322,23.14499,21.52519,20.23915,19.60739
0.7149544,22.90096,21.54173,20.99911,20.10875,19.36977
0.7054634,22.92165,21.88727,20.60811,19.52932,19.09304
0.7576982,22.56447,21.71417,20.95092,20.06266,19.384
0.7387164,23.83918,22.5654,21.21,19.78381,19.04989
0.7125402,23.2907,22.28933,21.30793,20.3168,19.92295
